Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2024-12-02,44.351377916287305,44.60426066604319,44.33192882191511,44.545902252197266,7995000,0.0,0.0,0.0,VWO
2024-12-03,44.575082721921746,44.75015054064696,44.47781870013767,44.7307014465332,6459700,0.0,0.0,0.0,VWO
2024-12-04,44.79878616333008,44.8571408684457,44.70152213773204,44.79878616333008,5962800,0.0,0.0,0.0,VWO
2024-12-05,45.02248558312176,45.14892324464907,45.00303277898456,45.09056854248047,8518300,0.0,0.0,0.0,VWO
2024-12-06,45.31426855438528,45.32399310097392,45.07111407699756,45.11001968383789,5264300,0.0,0.0,0.0,VWO
2024-12-10,45.713043720127374,45.713043720127374,45.34344785969233,45.35317611694336,4972700,0.0,0.0,0.0,VWO
2024-12-11,45.40180714524244,45.46989010633622,45.23646016098389,45.43098449707031,10085600,0.0,0.0,0.0,VWO
2024-12-12,45.22674004173409,45.392083331937535,45.13920426743712,45.15865707397461,5510300,0.0,0.0,0.0,VWO
2024-12-13,45.21701000899069,45.25591190710359,45.04193848163206,45.178104400634766,5686500,0.0,0.0,0.0,VWO
2024-12-16,44.9738565075845,45.119746976751394,44.934950898376094,44.94467544555664,7880700,0.0,0.0,0.0,VWO
2024-12-17,44.740428129859914,44.92522421470873,44.59453394533916,44.83768844604492,9017700,0.0,0.0,0.0,VWO
2024-12-18,44.71125277906478,44.837690453718075,43.77753663476129,43.79698944091797,10539000,0.0,0.0,0.0,VWO
2024-12-19,44.24439594936753,44.2832978508988,43.981788635253906,43.981788635253906,11289300,0.0,0.0,0.0,VWO
2024-12-20,44.04752747420348,44.406123954019186,43.838343661098584,44.22682571411133,12254500,1.066,0.0,0.0,VWO
2024-12-23,44.17701869762577,44.43600673886275,44.10729202494319,44.41608428955078,12668200,0.0,0.0,0.0,VWO
2024-12-24,44.65515003857587,44.65515003857587,44.39616199642775,44.59538269042969,6401300,0.0,0.0,0.0,VWO
2024-12-26,44.485809326171875,44.57545844486938,44.36627843451471,44.485809326171875,9727900,0.0,0.0,0.0,VWO
2024-12-27,44.266667741281175,44.356316863117065,44.12721439616282,44.32643508911133,11621300,0.0,0.0,0.0,VWO
2024-12-30,44.13717846086392,44.147137785805086,43.86823108962747,43.937957763671875,9244100,0.0,0.0,0.0,VWO
